calibration_peak_state_bytes,calibration_size,clean_marginal_attenuation_rate,clean_target_correlation_error,clean_target_scale_scatter_error,contaminated_calibration_rows,contaminated_cells,diagnostics,effective_n,elapsed_seconds,k,marginal_clipped_coordinates,marginal_lambda,marginal_retained_contamination_rate,method,n,output_bytes,p,parallel_clipped_rows,parallel_lambda,rank,residual_clipped_rows,residual_lambda,scenario,seed,spectrum,state_bytes,status,subspace_error,throughput_rows_per_second,tier,transformed_target_compression_error,transformed_target_scatter_compression_error
0,512,0.004550541185103651,6.968612980289097,1.010251566386905,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.290145914,10,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,bounded_out_of_subspace,501,strong,355200,completed,0.8621607215991945,20679.250371935275,oracle_ablation,5.722300452333266,0.90516433984139
0,512,0.004550541185103651,4.183945380259874,0.9885522368753081,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.367157252,20,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,bounded_out_of_subspace,501,strong,387200,completed,0.5716060425638014,16341.771726736859,oracle_ablation,3.251410172353163,0.7311557556700536
0,512,0.004550541185103651,2.5696940783526743,0.8219291466288091,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.423538082,40,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,bounded_out_of_subspace,501,strong,451200,completed,0.36934061573948096,14166.376661260889,oracle_ablation,1.8956340367582611,0.46180695103410035
0,512,0.0036956521739130435,7.716347529389447,0.9502939098104144,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.247716518,10,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,in_subspace_leverage,501,strong,355200,completed,0.8482123109298656,24221.23501671374,oracle_ablation,5.437519592390448,0.6960462253989258
0,512,0.0036956521739130435,5.163408726155103,0.974142001368938,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.285406005,20,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,in_subspace_leverage,501,strong,387200,completed,0.5629394012276091,21022.683107175686,oracle_ablation,3.476763565316318,0.5602249242304077
0,512,0.0036956521739130435,3.1699707842672895,0.8652346504342265,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.401248763,40,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,in_subspace_leverage,501,strong,451200,completed,0.21244471428180978,14953.317127110993,oracle_ablation,1.9941275296850283,0.36554952207888675
0,512,0.0041799669785360484,6.490041234880893,1.0010153364087833,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.261360791,10,0,3.0,0.9591347905282331,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,mixed,501,strong,355200,completed,0.8633282387294556,22956.77166052042,oracle_ablation,5.618081205883886,0.9431844666968887
0,512,0.0041799669785360484,4.138504171706945,0.9692649185947984,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.296915598,20,0,3.0,0.9591347905282331,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,mixed,501,strong,387200,completed,0.5796639395968716,20207.76288081706,oracle_ablation,3.44753883614621,0.7728956912054478
0,512,0.0041799669785360484,2.4982939454167847,0.7819667522066153,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.422258144,40,0,3.0,0.9591347905282331,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,mixed,501,strong,451200,completed,0.3673512523867963,14209.31741697799,oracle_ablation,2.0091568467641037,0.4981239155763625
0,512,0.002705,4.441581394712764,0.9992580966606861,0,0,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.250722868,10,0,3.0,,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,clean,501,weak,355200,completed,0.9324792817508073,23930.804748133305,oracle_ablation,4.448538421596858,0.9992533030869072
