attacked_rows,calibration_peak_state_bytes,elapsed_seconds,incremental_rss_bytes,k,method,n,output_bytes,p,peak_rss_bytes,rank,scenario,seed,state_bytes,status,subspace_error,throughput_rows_per_second,tier
6807,270532992,1146.23949271,55164928,50,dual_bound,68579,1600000,10000,1077235712,20,in_subspace,508,12240000,completed,0.9772472733701182,59.82955607109812,pbmc
6807,0,1420.974454599,35512320,50,rfd,68579,1600000,10000,304156672,20,in_subspace,508,8240008,completed,0.9241923915132044,48.26195135179474,pbmc
6807,0,1764.04793509,131018752,50,sketch_mad,68579,1600000,10000,370302976,20,in_subspace,508,14000024,completed,0.9833966776472716,38.87592770913063,pbmc
6807,0,1504.893864789,41984000,50,vanilla_fd,68579,1600000,10000,303738880,20,in_subspace,508,8080000,completed,0.970672076474878,45.57065558215656,pbmc
6807,270532992,120.628969357,39952384,50,dual_bound,68579,1600000,10000,1977622528,20,bounded_out_of_subspace,509,12240000,completed,0.969415276900532,568.5118621634018,pbmc
6807,0,1430.623694069,33566720,50,rfd,68579,1600000,10000,1866911744,20,bounded_out_of_subspace,509,8240008,completed,0.9260882766550061,47.936435195580074,pbmc
6807,0,313.64656598,40161280,50,sketch_mad,68579,1600000,10000,1977409536,20,bounded_out_of_subspace,509,14000024,completed,0.9837274467826118,218.65056862880817,pbmc
6807,0,1600.622130454,41893888,50,vanilla_fd,68579,1600000,10000,304271360,20,bounded_out_of_subspace,509,8080000,completed,0.9710098207218606,42.84521542917083,pbmc
6807,270532992,2243.054346842,54878208,50,dual_bound,68579,1600000,10000,1077313536,20,casewise,509,12240000,completed,0.9778746626041144,30.57393597999642,pbmc
6807,0,1710.621987702,35303424,50,rfd,68579,1600000,10000,304324608,20,casewise,509,8240008,completed,0.9929787676406676,40.09009617146746,pbmc
6807,0,2737.258699391,130809856,50,sketch_mad,68579,1600000,10000,369991680,20,casewise,509,14000024,completed,0.9835252028721941,25.05389790714989,pbmc
6807,0,1705.115451601,41852928,50,vanilla_fd,68579,1600000,10000,303616000,20,casewise,509,8080000,completed,0.9990158807101418,40.219563980614026,pbmc
68067,270532992,2059.146852615,55132160,50,dual_bound,68579,1600000,10000,1081147392,20,cellwise,509,12240000,completed,0.9920930655541479,33.30456976048529,pbmc
68067,0,1794.413588225,35577856,50,rfd,68579,1600000,10000,307765248,20,cellwise,509,8240008,completed,0.9943810549481719,38.218056556201766,pbmc
68067,0,2492.892423889,130748416,50,sketch_mad,68579,1600000,10000,373321728,20,cellwise,509,14000024,completed,0.9816837429255271,27.509811230849003,pbmc
68067,0,1734.470160278,42131456,50,vanilla_fd,68579,1600000,10000,307691520,20,cellwise,509,8080000,completed,0.9977852604109252,39.53887565814807,pbmc
0,270532992,2167.709835589,55156736,50,dual_bound,68579,1600000,10000,1076699136,20,clean,509,12240000,completed,0.9847881591774991,31.636614307913604,pbmc
0,0,1750.660095379,35241984,50,rfd,68579,1600000,10000,303128576,20,clean,509,8240008,completed,0.9246562340444484,39.17322396336071,pbmc
0,0,2677.224734898,130830336,50,sketch_mad,68579,1600000,10000,369147904,20,clean,509,14000024,completed,0.9813503016778895,25.615705363118426,pbmc
0,0,1693.856962791,41951232,50,vanilla_fd,68579,1600000,10000,302661632,20,clean,509,8080000,completed,0.9712348947915067,40.486889688135825,pbmc
6807,270532992,1966.627189383,55095296,50,dual_bound,68579,1600000,10000,1077125120,20,in_subspace,509,12240000,completed,0.9771721488702272,34.87137794607408,pbmc
6807,0,1570.821561508,35479552,50,rfd,68579,1600000,10000,303960064,20,in_subspace,509,8240008,completed,0.9260883809503048,43.65804600629728,pbmc
6807,0,2454.219354443,130936832,50,sketch_mad,68579,1600000,10000,369786880,20,in_subspace,509,14000024,completed,0.9832867474622236,27.943305017071065,pbmc
6807,0,1633.362886824,41938944,50,vanilla_fd,68579,1600000,10000,304136192,20,in_subspace,509,8080000,completed,0.9710098205160228,41.98638315662281,pbmc
